Empresa Emisora,Credito,Status Facturacion,Record ID#,Tipo de comision,Status Reparadora,Referencia,Monto,Fecha de facturacion,Fecha de envio de cobro,Fecha de Cobro,Banco Receptor,Fecha Operacion,Saldo,Factura Electronica,Fecha FE,Folio
RESPALDO COLOMBIA SAS,yes,Castigado,264020,Interes Moratorio CT,,6001814,"$3,468,038",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64392
RESPALDO COLOMBIA SAS,yes,Cancelado,264021,Interes Moratorio CT,,6001807,"$45,210",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64975
RESPALDO COLOMBIA SAS,yes,Cancelado,264022,Interes Moratorio CT,,6001795,"$942,823",01-12-2021,,,,01-12-2021,"$892,823",yes,15-12-2021,64424
RESPALDO COLOMBIA SAS,yes,Cancelado,264023,Interes Moratorio CT,,6001788,"$78,671",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64887
RESPALDO COLOMBIA SAS,yes,Cancelado,264024,Interes Moratorio CT,,6001787,"$515,912",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64957
RESPALDO COLOMBIA SAS,yes,Cancelado,264025,Interes Moratorio CT,,6001775,"$321,504",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64752
RESPALDO COLOMBIA SAS,yes,Castigado,264026,Interes Moratorio CT,,6001774,"$1,051,323",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,63683
RESPALDO COLOMBIA SAS,yes,Cancelado,264027,Interes Moratorio CT,,6001772,"$177,738",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64045
RESPALDO COLOMBIA SAS,yes,Castigado,264028,Interes Moratorio CT,,6001759,"$700,619",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,63881
RESPALDO COLOMBIA SAS,yes,Castigado,264029,Interes Moratorio CT,,6001754,"$1,664,064",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,63611
RESPALDO COLOMBIA SAS,yes,Castigado,264030,Interes Moratorio CT,,6001748,"$2,574,771",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64337
RESPALDO COLOMBIA SAS,yes,Cobrado,264031,Interes Moratorio CT,,6001735,"$168,696",01-12-2021,,22-03-2022,Bancolombia,01-12-2021,,yes,15-12-2021,65010
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,264032,Interes Moratorio CT,,6001733,"$734,612",01-12-2021,,,,01-12-2021,"$24,612",yes,15-12-2021,64381
RESPALDO COLOMBIA SAS,yes,Cancelado,264033,Interes Moratorio CT,,6001675,"$241,240",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64905
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,264034,Interes Moratorio CT,,6001673,"$6,581,779",01-12-2021,,,,01-12-2021,"$4,881,779",yes,15-12-2021,64048
RESPALDO COLOMBIA SAS,yes,Cancelado,264035,Interes Moratorio CT,,6001621,"$53,695",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64203
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,264036,Interes Moratorio CT,,6001613,"$1,332,744",01-12-2021,,,,01-12-2021,"$1,232,744",yes,15-12-2021,64832
RESPALDO COLOMBIA SAS,yes,Cancelado,264037,Interes Moratorio CT,,6001608,"$481,646",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63677
RESPALDO COLOMBIA SAS,yes,Castigado,264038,Interes Moratorio CT,,6001596,"$735,932",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64701
RESPALDO COLOMBIA SAS,yes,Castigado,264039,Interes Moratorio CT,,6001595,"$9,020,650",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64747
RESPALDO COLOMBIA SAS,yes,Castigado,264040,Interes Moratorio CT,,6001590,"$2,856,094",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,65052
RESPALDO COLOMBIA SAS,yes,Cancelado,264041,Interes Moratorio CT,,6001563,"$112,282",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63847
RESPALDO COLOMBIA SAS,yes,Castigado,264042,Interes Moratorio CT,,6001549,"$226,594",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64571
RESPALDO COLOMBIA SAS,yes,Castigado,264043,Interes Moratorio CT,,6001521,"$7,216,268",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64610
RESPALDO COLOMBIA SAS,yes,Castigado,264044,Interes Moratorio CT,,6001482,"$720,868",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64244
RESPALDO COLOMBIA SAS,yes,Cancelado,264045,Interes Moratorio CT,,6001480,"$1,530,693",01-12-2021,,,,01-12-2021,"$1,130,693",yes,15-12-2021,65189
RESPALDO COLOMBIA SAS,yes,Cancelado,264046,Interes Moratorio CT,,6001427,"$2,294,488",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63712
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264047,Interes Moratorio CT,,6001425,"$235,410",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65202
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264048,Interes Moratorio CT,,6001424,"$188,630",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64498
RESPALDO COLOMBIA SAS,yes,Castigado,264049,Interes Moratorio CT,,6001401,"$1,091,987",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64632
RESPALDO COLOMBIA SAS,yes,Cobrado,264050,Interes Moratorio CT,,6001365,"$18,717",01-12-2021,,28-01-2022,Bancolombia,01-12-2021,,yes,15-12-2021,65153
RESPALDO COLOMBIA SAS,yes,Castigado,264051,Interes Moratorio CT,,6001326,"$5,478,375",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64794
RESPALDO COLOMBIA SAS,yes,Castigado,264052,Interes Moratorio CT,,6001309,"$1,255,609",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64680
RESPALDO COLOMBIA SAS,yes,Castigado,264053,Interes Moratorio CT,,6001283,"$8,232,995",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64224
RESPALDO COLOMBIA SAS,yes,Castigado,264054,Interes Moratorio CT,,6001266,"$1,353,298",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64564
RESPALDO COLOMBIA SAS,yes,Cancelado,264055,Interes Moratorio CT,,6001250,"$67,439",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63924
RESPALDO COLOMBIA SAS,yes,Cancelado,264056,Interes Moratorio CT,,6001242,"$126,308",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64813
RESPALDO COLOMBIA SAS,yes,Cancelado,264057,Interes Moratorio CT,,6001235,"$5,001,671",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64692
RESPALDO COLOMBIA SAS,yes,Cancelado,264058,Interes Moratorio CT,,6001222,"$618,102",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63740
RESPALDO COLOMBIA SAS,yes,Cancelado,264059,Interes Moratorio CT,,6001195,"$1,061,279",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64082
RESPALDO COLOMBIA SAS,yes,Castigado,264060,Interes Moratorio CT,,6001170,"$669,488",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,65179
RESPALDO COLOMBIA SAS,yes,Cancelado,264061,Interes Moratorio CT,,6001163,"$147,364",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63648
RESPALDO COLOMBIA SAS,yes,Castigado,264062,Interes Moratorio CT,,6001157,"$6,249,932",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64534
RESPALDO COLOMBIA SAS,yes,Castigado,264063,Interes Moratorio CT,,6001147,"$5,830,709",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64758
RESPALDO COLOMBIA SAS,yes,Castigado,264064,Interes Moratorio CT,,6001139,"$4,763,583",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64654
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,264065,Interes Moratorio CT,,6001113,"$7,518,407",01-12-2021,,,,01-12-2021,"$6,218,407",yes,15-12-2021,64515
RESPALDO COLOMBIA SAS,yes,Cobrado,264066,Interes Moratorio CT,,6001101,"$286,380",01-12-2021,,26-01-2022,Bancolombia,01-12-2021,,yes,15-12-2021,63748
RESPALDO COLOMBIA SAS,yes,Castigado,264067,Interes Moratorio CT,,6001099,"$654,760",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,63792
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264068,Interes Moratorio CT,,6001087,"$1,847,777",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64452
RESPALDO COLOMBIA SAS,yes,Cancelado,264069,Interes Moratorio CT,,6001056,"$9,284,723",01-12-2021,,,,01-12-2021,"$8,734,723",yes,15-12-2021,64533
RESPALDO COLOMBIA SAS,yes,Castigado,264070,Interes Moratorio CT,,6000998,"$2,638,123",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64693
RESPALDO COLOMBIA SAS,yes,Cancelado,264071,Interes Moratorio CT,,6000993,"$7,139,147",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63811
RESPALDO COLOMBIA SAS,yes,Cancelado,264072,Interes Moratorio CT,,6000958,"$323,431",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64159
RESPALDO COLOMBIA SAS,yes,Cancelado,264073,Interes Moratorio CT,,6000900,"$279,099",01-12-2021,,,,01-12-2021,"$29,099",yes,15-12-2021,64331
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,264074,Interes Moratorio CT,,6000898,"$2,715,728",01-12-2021,,15-03-2022,Bancolombia,01-12-2021,$0,yes,15-12-2021,63612
RESPALDO COLOMBIA SAS,yes,Castigado,264075,Interes Moratorio CT,,6000888,"$3,926,826",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64645
RESPALDO COLOMBIA SAS,yes,Cancelado,264076,Interes Moratorio CT,,6000844,"$36,004",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64825
RESPALDO COLOMBIA SAS,yes,Castigado,264077,Interes Moratorio CT,,6000821,"$357,970",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64906
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264078,Interes Moratorio CT,,6000801,"$120,021",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63624
RESPALDO COLOMBIA SAS,yes,Cancelado,264079,Interes Moratorio CT,,6000725,"$3,873,202",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64718
RESPALDO COLOMBIA SAS,yes,Castigado,264080,Interes Moratorio CT,,6000701,"$1,472,763",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64665
RESPALDO COLOMBIA SAS,yes,Castigado,264081,Interes Moratorio CT,,6000610,"$1,125,962",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,63846
RESPALDO COLOMBIA SAS,yes,Cancelado,264082,Interes Moratorio CT,,6000589,"$870,735",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64207
RESPALDO COLOMBIA SAS,yes,Castigado,264083,Interes Moratorio CT,,6000445,"$3,264,944",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,63816
RESPALDO COLOMBIA SAS,yes,Castigado,264084,Interes Moratorio CT,,6000421,"$1,937,655",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64388
RESPALDO COLOMBIA SAS,no,Por Cobrar,264085,Interes Moratorio CP,,8001181A,"$151,025",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64379
RESPALDO COLOMBIA SAS,no,Cancelado,264086,Interes Moratorio CP,,8001024R,"$336,383",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63854
RESPALDO COLOMBIA SAS,no,Por Cobrar,264087,Interes Moratorio CP,,8000964A,"$2,454,882",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64888
RESPALDO COLOMBIA SAS,no,Por Cobrar,264088,Interes Moratorio CP,,8000800R,"$138,485",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65033
RESPALDO COLOMBIA SAS,no,Por Cobrar,264089,Interes Moratorio CP,,8000788A,"$215,292",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64891
RESPALDO COLOMBIA SAS,no,Cancelado,264090,Interes Moratorio CP,,8000705A,"$94,642",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64869
RESPALDO COLOMBIA SAS,no,Por Cobrar,264091,Interes Moratorio CP,,8000623A,"$18,815",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65094
RESPALDO COLOMBIA SAS,no,Cancelado,264092,Interes Moratorio CP,,8000538R,"$146,178",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63783
RESPALDO COLOMBIA SAS,no,Por Cobrar,264093,Interes Moratorio CP,,8000502AA,"$2,224,408",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64894
RESPALDO COLOMBIA SAS,no,Cancelado,264094,Interes Moratorio CP,,8000401R,"$45,581",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63887
RESPALDO COLOMBIA SAS,no,Cancelado,264095,Interes Moratorio CP,,8000398A,"$2,894,582",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63972
RESPALDO COLOMBIA SAS,no,Por Cobrar,264096,Interes Moratorio CP,,8000382A,"$403,148",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63794
RESPALDO COLOMBIA SAS,no,Cancelado,264097,Interes Moratorio CP,,8000364A,"$228,939",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64251
RESPALDO COLOMBIA SAS,no,Por Cobrar,264098,Interes Moratorio CP,,8000300A,"$2,585,302",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65178
RESPALDO COLOMBIA SAS,no,Por Cobrar,264099,Interes Moratorio CP,,8000259R,"$139,333",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63730
RESPALDO COLOMBIA SAS,no,Cancelado,264100,Interes Moratorio CP,,8000229A,"$47,768",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64278
RESPALDO COLOMBIA SAS,no,Cancelado,264101,Interes Moratorio CP,,8000200A,"$497,880",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64653
RESPALDO COLOMBIA SAS,no,Cancelado,264102,Interes Moratorio CP,,8000183A,"$84,688",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64889
RESPALDO COLOMBIA SAS,no,Por Cobrar,264103,Interes Moratorio CP,,8000150R,"$493,944",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64622
RESPALDO COLOMBIA SAS,no,Por Cobrar,264104,Interes Moratorio CP,,8000143R,"$4,476,741",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64585
RESPALDO COLOMBIA SAS,no,Por Cobrar,264105,Interes Moratorio CP,,8000124R,"$167,407",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64729
RESPALDO COLOMBIA SAS,no,Cancelado,264106,Interes Moratorio CP,,8000114A,"$95,933",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63670
RESPALDO COLOMBIA SAS,no,Cancelado,264107,Interes Moratorio CP,,8000109A,"$1,070,239",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63629
RESPALDO COLOMBIA SAS,no,Cancelado,264108,Interes Moratorio CP,,8000025R,"$328,682",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64662
RESPALDO COLOMBIA SAS,no,Por Cobrar,264109,Interes Moratorio CP,,8000008A,"$585,846",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64802
RESPALDO COLOMBIA SAS,no,Cobrado,264110,Interes Moratorio CP,,8001413,"$217,845",01-12-2021,,01-04-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64054
RESPALDO COLOMBIA SAS,no,Cobrado,264111,Interes Moratorio CP,,8001412,"$71,274",01-12-2021,,03-03-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64321
RESPALDO COLOMBIA SAS,no,Cobro Parcial Cobrado,264112,Interes Moratorio CP,,8001407,"$63,824",01-12-2021,,07-02-2022,Bancolombia,01-12-2021,$0,yes,15-12-2021,64385
RESPALDO COLOMBIA SAS,no,Cobrado,264113,Interes Moratorio CP,,8001400,"$44,155",01-12-2021,,02-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,63971
RESPALDO COLOMBIA SAS,no,Cancelado,264114,Interes Moratorio CP,,8001386,"$197,907",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63787
RESPALDO COLOMBIA SAS,no,Por Cobrar,264115,Interes Moratorio CP,,8001295,"$291,546",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64677
RESPALDO COLOMBIA SAS,no,Por Cobrar,264116,Interes Moratorio CP,,8001238,"$465,896",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64438
RESPALDO COLOMBIA SAS,no,Cancelado,264117,Interes Moratorio CP,,8001214,"$197,239",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64417
RESPALDO COLOMBIA SAS,no,Cancelado,264118,Interes Moratorio CP,,8001213,"$123,674",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63849
RESPALDO COLOMBIA SAS,no,Por Cobrar,264119,Interes Moratorio CP,,8001202,"$91,586",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65087
RESPALDO COLOMBIA SAS,no,Cobrado,264120,Interes Moratorio CP,,8001157,"$89,145",01-12-2021,,30-01-2022,Respaldo,01-12-2021,,yes,15-12-2021,64637
RESPALDO COLOMBIA SAS,no,Por Cobrar,264121,Interes Moratorio CP,,8001143,"$50,141",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64124
RESPALDO COLOMBIA SAS,no,Cancelado,264122,Interes Moratorio CP,,8001121,"$177,481",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64709
RESPALDO COLOMBIA SAS,no,Cobrado,264123,Interes Moratorio CP,,8001059,"$901,621",01-12-2021,,28-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64652
RESPALDO COLOMBIA SAS,no,Cobro Parcial Cobrado,264124,Interes Moratorio CP,,8001052,"$553,941",01-12-2021,,28-02-2022,Respaldo,01-12-2021,$0,yes,15-12-2021,64154
RESPALDO COLOMBIA SAS,no,Cancelado,264125,Interes Moratorio CP,,8001043,"$197,467",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63763
RESPALDO COLOMBIA SAS,no,Cobrado,264126,Interes Moratorio CP,,8001028,"$284,026",01-12-2021,,13-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64454
RESPALDO COLOMBIA SAS,no,Por Cobrar,264127,Interes Moratorio CP,,8001016,"$1,593,279",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64168
RESPALDO COLOMBIA SAS,no,Cobro Parcial,264128,Interes Moratorio CP,,8001010,"$374,752",01-12-2021,,,,01-12-2021,"$174,752",yes,15-12-2021,64024
RESPALDO COLOMBIA SAS,no,Cancelado,264129,Interes Moratorio CP,,8001005,"$28,153",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63910
RESPALDO COLOMBIA SAS,no,Por Cobrar,264130,Interes Moratorio CP,,8001001,"$428,681",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64615
RESPALDO COLOMBIA SAS,no,Cancelado,264131,Interes Moratorio CP,,8000995,"$488,011",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63779
RESPALDO COLOMBIA SAS,no,Por Cobrar,264132,Interes Moratorio CP,,8000990,"$395,481",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65120
RESPALDO COLOMBIA SAS,no,Cancelado,264133,Interes Moratorio CP,,8000978,"$609,478",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64890
RESPALDO COLOMBIA SAS,no,Cancelado,264134,Interes Moratorio CP,,8000973,"$60,955",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64487
RESPALDO COLOMBIA SAS,no,Cancelado,264135,Interes Moratorio CP,,8000942,"$221,634",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64746
RESPALDO COLOMBIA SAS,no,Cancelado,264136,Interes Moratorio CP,,8000924,"$1,746,568",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64538
RESPALDO COLOMBIA SAS,no,Cancelado,264137,Interes Moratorio CP,,8000916,"$74,210",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64628
RESPALDO COLOMBIA SAS,no,Por Cobrar,264138,Interes Moratorio CP,,8000896,"$572,082",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63738
RESPALDO COLOMBIA SAS,no,Por Cobrar,264139,Interes Moratorio CP,,8000893,"$173,824",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65014
RESPALDO COLOMBIA SAS,no,Cancelado,264140,Interes Moratorio CP,,8000868,"$91,473",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64063
RESPALDO COLOMBIA SAS,no,Por Cobrar,264141,Interes Moratorio CP,,8000855,"$267,051",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64876
RESPALDO COLOMBIA SAS,no,Por Cobrar,264142,Interes Moratorio CP,,8000842,"$43,543",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64883
RESPALDO COLOMBIA SAS,no,Cancelado,264143,Interes Moratorio CP,,8000840,"$52,895",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63848
RESPALDO COLOMBIA SAS,no,Por Cobrar,264144,Interes Moratorio CP,,8000832,"$22,230",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64330
RESPALDO COLOMBIA SAS,no,Cancelado,264145,Interes Moratorio CP,,8000796,"$327,924",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63782
RESPALDO COLOMBIA SAS,no,Por Cobrar,264146,Interes Moratorio CP,,8000790,"$143,112",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64227
RESPALDO COLOMBIA SAS,no,Por Cobrar,264147,Interes Moratorio CP,,8000787,"$293,508",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64581
RESPALDO COLOMBIA SAS,no,Por Cobrar,264148,Interes Moratorio CP,,8000783,"$1,547,232",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64387
RESPALDO COLOMBIA SAS,no,Por Cobrar,264149,Interes Moratorio CP,,8000771,"$320,434",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64543
RESPALDO COLOMBIA SAS,no,Cancelado,264150,Interes Moratorio CP,,8000770,"$108,453",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65176
RESPALDO COLOMBIA SAS,no,Cancelado,264151,Interes Moratorio CP,,8000752,"$198,699",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63817
RESPALDO COLOMBIA SAS,no,Cancelado,264152,Interes Moratorio CP,,8000746,"$418,481",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63940
RESPALDO COLOMBIA SAS,no,Cobrado,264153,Interes Moratorio CP,,8000745,"$2,130,214",01-12-2021,,30-01-2022,Respaldo,01-12-2021,,yes,15-12-2021,64322
RESPALDO COLOMBIA SAS,no,Por Cobrar,264154,Interes Moratorio CP,,8000730,"$525,043",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64830
RESPALDO COLOMBIA SAS,no,Cancelado,264155,Interes Moratorio CP,,8000726,"$46,312",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64435
RESPALDO COLOMBIA SAS,no,Cancelado,264156,Interes Moratorio CP,,8000723,"$303,904",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64510
RESPALDO COLOMBIA SAS,no,Por Cobrar,264157,Interes Moratorio CP,,8000721,"$914,360",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63836
RESPALDO COLOMBIA SAS,no,Cancelado,264158,Interes Moratorio CP,,8000698,"$110,167",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65063
RESPALDO COLOMBIA SAS,no,Castigado,264159,Interes Moratorio CP,,8000697,"$1,351,936",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64541
RESPALDO COLOMBIA SAS,no,Cancelado,264160,Interes Moratorio CP,,8000652,"$116,728",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64264
RESPALDO COLOMBIA SAS,no,Por Cobrar,264161,Interes Moratorio CP,,8000648,"$144,338",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64303
RESPALDO COLOMBIA SAS,no,Cancelado,264162,Interes Moratorio CP,,8000635,"$397,183",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64908
RESPALDO COLOMBIA SAS,no,Cancelado,264163,Interes Moratorio CP,,8000630,"$98,051",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63635
RESPALDO COLOMBIA SAS,no,Castigado,264164,Interes Moratorio CP,,8000629,"$278,971",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64672
RESPALDO COLOMBIA SAS,no,Por Cobrar,264165,Interes Moratorio CP,,8000574,"$1,261,680",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64137
RESPALDO COLOMBIA SAS,no,Por Cobrar,264166,Interes Moratorio CP,,8000571,"$550,006",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64575
RESPALDO COLOMBIA SAS,no,Cancelado,264167,Interes Moratorio CP,,8000570,"$21,953",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64292
RESPALDO COLOMBIA SAS,no,Cancelado,264168,Interes Moratorio CP,,8000558,"$32,676",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64468
RESPALDO COLOMBIA SAS,no,Castigado,264169,Interes Moratorio CP,,8000553,"$185,733",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,63949
RESPALDO COLOMBIA SAS,no,Por Cobrar,264170,Interes Moratorio CP,,8000536,"$654,761",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63895
RESPALDO COLOMBIA SAS,no,Cancelado,264171,Interes Moratorio CP,,8000513,"$343,612",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65029
RESPALDO COLOMBIA SAS,no,Por Cobrar,264172,Interes Moratorio CP,,8000510,"$355,945",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63703
RESPALDO COLOMBIA SAS,no,Cobrado,264173,Interes Moratorio CP,,8000506,"$390,983",01-12-2021,,11-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64039
RESPALDO COLOMBIA SAS,no,Cobrado,264174,Interes Moratorio CP,,8000478,"$761,884",01-12-2021,,30-01-2022,Respaldo,01-12-2021,,yes,15-12-2021,64751
RESPALDO COLOMBIA SAS,no,Por Cobrar,264175,Interes Moratorio CP,,8000459,"$665,192",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65211
RESPALDO COLOMBIA SAS,no,Castigado,264176,Interes Moratorio CP,,8000449,"$682,669",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64023
RESPALDO COLOMBIA SAS,no,Cancelado,264177,Interes Moratorio CP,,8000446,"$101,684",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64471
RESPALDO COLOMBIA SAS,no,Por Cobrar,264178,Interes Moratorio CP,,8000443,"$474,119",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63793
RESPALDO COLOMBIA SAS,no,Por Cobrar,264179,Interes Moratorio CP,,8000434,"$95,981",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64840
RESPALDO COLOMBIA SAS,no,Cancelado,264180,Interes Moratorio CP,,8000431,"$314,664",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63715
RESPALDO COLOMBIA SAS,no,Por Cobrar,264181,Interes Moratorio CP,,8000426,"$1,173,762",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64800
